original_filename,tpl_name,version
firebase-components-19.0.0.aar,google_firebase,19.0.0
firebase-analytics-17.5.0.aar,google_firebase,17.5.0
firebase-analytics-19.0.0.aar,google_firebase,19.0.0
firebase-analytics-21.2.0.aar,google_firebase,21.2.0
firebase-analytics-21.3.0.aar,google_firebase,21.3.0
firebase-analytics-22.1.2.aar,google_firebase,22.1.2
firebase-analytics-23.0.0.aar,google_firebase,23.0.0
firebase-messaging-25.0.1.aar,google_firebase,25.0.1
firebase-messaging-24.1.0.aar,google_firebase,24.1.0
firebase-messaging-23.1.2.aar,google_firebase,23.1.2
firebase-messaging-23.0.5.aar,google_firebase,23.0.5
firebase-messaging-22.0.0.aar,google_firebase,22.0.0
firebase-messaging-20.2.4.aar,google_firebase,20.2.4
google_admob-18.0.0.jar,google_admob,18.0.0
google_admob-26.0.0.jar,google_admob,26.0.0
google_admob-33.0.0.jar,google_admob,33.0.0
google_admob-38.0.0.jar,google_admob,38.0.0
google_admob-42.0.0.jar,google_admob,42.0.0
google_admob-5.0.0.jar,google_admob,5.0.0
google_admob-19.5.0.jar,google_admob,19.5.0
google_admob-20.1.0.jar,google_admob,20.1.0
google_admob-20.6.0.jar,google_admob,20.6.0
google_admob-22.6.0.jar,google_admob,22.6.0
google_admob-23.6.0.jar,google_admob,23.6.0
google_admob-24.7.0.jar,google_admob,24.7.0
google_admob-25.0.0.jar,google_admob,25.0.0
google_admob-3.7.5.0.jar,google_admob,3.7.5.0
google_admob-4.12.2.0.jar,google_admob,4.12.2.0
google_admob-4.16.5.0.jar,google_admob,4.16.5.0
google_admob-4.16.6.0.jar,google_admob,4.16.6.0
google_admob-4.4.1.0.jar,google_admob,4.4.1.0
google_admob-4.9.2.0.jar,google_admob,4.9.2.0
flurry-12.13.0.aar,flurry,12.13.0
flurry-12.1.0.aar,flurry,12.1.0
flurry-13.2.0.aar,flurry,13.2.0
flurry-14.4.0.aar,flurry,14.4.0
flurry-1.0.aar,flurry,1
Fyber-8.0.0.aar,Fyber,8.0.0
Fyber-8.1.3.aar,Fyber,8.1.3
Fyber-8.2.3.aar,Fyber,8.2.3
Fyber-8.2.6.aar,Fyber,8.2.6
Fyber-8.3.6.aar,Fyber,8.3.6
Fyber-8.4.3.aar,Fyber,8.4.3
google-analytics-data-0.1.0.jar,google_analytics,0.1.0
google-analytics-data-0.16.0.jar,google_analytics,0.16.0
google-analytics-data-0.32.0.jar,google_analytics,0.32.0
google-analytics-data-0.50.0.jar,google_analytics,0.50.0
google-analytics-data-0.91.0.jar,google_analytics,0.91.0
analytics-1.4.2.jar,google_analytics,1.4.2
play-services-analytics-18.0.2.aar,google_analytics,18.0.2
play-services-analytics-18.0.3.aar,google_analytics,18.0.3
play-services-analytics-18.1.1.aar,google_analytics,18.1.1
firebase-crashlytics-17.0.0.aar,google_crashlytics,17.0.0
firebase-crashlytics-17.3.1.aar,google_crashlytics,17.3.1
firebase-crashlytics-18.3.1.aar,google_crashlytics,18.3.1
firebase-crashlytics-18.4.3.aar,google_crashlytics,18.4.3
firebase-crashlytics-18.6.4.aar,google_crashlytics,18.6.4
firebase-crashlytics-20.0.3.aar,google_crashlytics,20.0.3
firebase-crashlytics-20.0.4.aar,google_crashlytics,20.0.4
play-services-tagmanager-17.0.0.aar,google_tagmanager,17.0.0
play-services-tagmanager-17.0.1.aar,google_tagmanager,17.0.1
play-services-tagmanager-18.0.1.aar,google_tagmanager,18.0.1
play-services-tagmanager-18.0.3.aar,google_tagmanager,18.0.3
play-services-tagmanager-18.1.0.aar,google_tagmanager,18.1.0
play-services-tagmanager-18.3.0.aar,google_tagmanager,18.3.0
hianalytics-6.12.0.301.aar,hms-core,6.12.0.301
iap-2.7.0.300.aar,hms-core,2.7.0.300
iap-6.16.6.301.aar,hms-core,6.16.6.301
location-6.0.0.302.aar,hms-core,6.0.0.302
push-6.12.0.300.aar,hms-core,6.12.0.300
push-6.13.0.301.aar,hms-core,6.13.0.301
hms-core-6.13.0.300.jar,hms-core,6.13.0.300
omsdk-android-1.3.26.aar,IAB_open_meas,1.3.26
omsdk-android-1.3.34.aar,IAB_open_meas,1.3.34
omsdk-android-1.4.12.aar,IAB_open_meas,1.4.12
omsdk-android-1.4.2.aar,IAB_open_meas,1.4.2
inmobi-ads-10.1.2.aar,inmobi,10.1.2
inmobi-ads-10.1.4.aar,inmobi,10.1.4
inmobi-ads-9.2.1.aar,inmobi,9.2.1
inmobi-ads-kotlin-10.5.3.aar,inmobi,10.5.3
inmobi-ads-kotlin-10.6.2.aar,inmobi,10.6.2
inmobi-ads-kotlin-10.8.0.aar,inmobi,10.8.0
inmobi-ads-kotlin-10.8.7.aar,inmobi,10.8.7
inmobi-ads-kotlin-11.1.1.aar,inmobi,11.1.1
inmobi-omsdk-1.3.17.1.aar,inmobi,1.3.17.1
inmobi-omsdk-1.4.12.0.aar,inmobi,1.4.12.0
inmobi-omsdk-1.5.7.0.aar,inmobi,1.5.7.0
unityadsadapter-4.3.35.aar,ironsource,4.3.35
unityadsadapter-4.3.42.aar,ironsource,4.3.42
unityadsadapter-4.3.47.aar,ironsource,4.3.47
OneSignal-3.12.7.aar,onesignal,3.12.7
OneSignal-4.6.3.aar,onesignal,4.6.3
OneSignal-4.6.5.aar,onesignal,4.6.5
OneSignal-4.8.6.aar,onesignal,4.8.6
OneSignal-5.1.15.aar,onesignal,5.1.15
OneSignal-5.1.27.aar,onesignal,5.1.27
ads-sdk-5.5.0.8.aar,pangle,5.5.0.8
ads-sdk-6.1.0.6.aar,pangle,6.1.0.6
ads-sdk-6.5.0.3.aar,pangle,6.5.0.3
sentry-4.2.0.jar,sentry,4.2.0
sentry-5.6.0.jar,sentry,5.6.0
sentry-6.13.0.jar,sentry,6.13.0
sentry-7.12.0.jar,sentry,7.12.0
sentry-8.1.0.jar,sentry,8.1.0
sentry-8.31.0.jar,sentry,8.31.0
sentry-1.7.30.jar,sentry,1.7.30
unity-ads-3.7.5.aar,unity-ads,3.7.5
unity-ads-4.1.0.aar,unity-ads,4.1.0
unity-ads-4.12.2.aar,unity-ads,4.12.2
unity-ads-4.16.5.aar,unity-ads,4.16.5
unity-ads-4.17.0.aar,unity-ads,4.17.0
unity-ads-4.9.2.aar,unity-ads,4.9.2
publisher-sdk-android-6.10.2.aar,vungle,6.10.2
publisher-sdk-android-6.12.0.aar,vungle,6.12.0
publisher-sdk-android-6.12.1.aar,vungle,6.12.1
vungle-ads-7.0.0.aar,vungle,7.0.0
vungle-ads-7.4.0.aar,vungle,7.4.0
vungle-ads-7.4.3.aar,vungle,7.4.3
vungle-ads-7.7.0.aar,vungle,7.7.0
warren-6.0.8.aar,vungle,6.0.8
bcpkix-jdk18on-1.71.1.jar,bouncycastle,1.71.1
bcpkix-jdk18on-1.77.jar,bouncycastle,1.77
bcpkix-jdk18on-1.78.1.jar,bouncycastle,1.78.1
bcpkix-jdk18on-1.80.jar,bouncycastle,1.8
clojure-1.10.1.jar,clojure,1.10.1
clojure-1.10.3.jar,clojure,1.10.3
clojure-1.11.1.jar,clojure,1.11.1
clojure-1.12.0-alpha8.jar,clojure,1.12.0-alpha8
clojure-1.12.4.jar,clojure,1.12.4
commons-collections-3.0.jar,apache_commons_coll,3.0
commons-collections-3.1.jar,apache_commons_coll,3.1
commons-collections-3.2.1.jar,apache_commons_coll,3.2.1
commons-collections-3.2.2.jar,apache_commons_coll,3.2.2
commons-collections-3.2.jar,apache_commons_coll,3.2
commons-compress-1.20.jar,apache_commons_com,1.20
commons-compress-1.21.jar,apache_commons_com,1.21
commons-compress-1.22.jar,apache_commons_com,1.22
commons-compress-1.25.0.jar,apache_commons_com,1.25.0
commons-compress-1.27.1.jar,apache_commons_com,1.27.1
commons-io-2.11.0.jar,commons-io,2.11.0
commons-io-2.13.0.jar,commons-io,2.13.0
commons-io-2.16.1.jar,commons-io,2.16.1
commons-io-2.6.jar,commons-io,2.6
commons-io-2.8.0.jar,commons-io,2.8.0
commons-lang-2.6.jar,commons-lang,2.6
commons-lang3-3.11.jar,commons-lang3,3.11
commons-lang3-3.12.0.jar,commons-lang3,3.12.0
commons-lang3-3.14.0.jar,commons-lang3,3.14.0
commons-lang3-3.17.0.jar,commons-lang3,3.17.0
commons-lang3-3.18.0.jar,commons-lang3,3.18.0
fastjson-1.2.62.jar,fastjson,1.2.62
fastjson-1.2.75.jar,fastjson,1.2.75
fastjson-1.2.76.jar,fastjson,1.2.76
fastjson-1.2.80.jar,fastjson,1.2.80
fastjson-2.0.32.jar,fastjson,2.0.32
gson-2.10.1.jar,gson,2.10.1
gson-2.8.2.jar,gson,2.8.2
gson-2.8.5.jar,gson,2.8.5
gson-2.8.6.jar,gson,2.8.6
gson-2.8.8.jar,gson,2.8.8
guava-28.1.jar,guava,28.1
guava-30.1.jar,guava,30.1
guava-31.0.1.jar,guava,31.0.1
guava-31.1.jar,guava,31.1
guava-32.1.2.jar,guava,32.1.2
httpclient-4.5.10.jar,httpclient,4.5.10
httpclient-4.5.12.jar,httpclient,4.5.12
httpclient-4.5.13.jar,httpclient,4.5.13
httpclient-4.5.3.jar,httpclient,4.5.3
httpclient-4.5.6.jar,httpclient,4.5.6
jackson-core-2.12.0.jar,jackson-core,2.12.0
jackson-core-2.13.0.jar,jackson-core,2.13.0
jackson-core-2.14.2.jar,jackson-core,2.14.2
jackson-core-2.15.0-rc3.jar,jackson-core,2.15.0-rc3
jackson-core-2.17.2.jar,jackson-core,2.17.2
jackson-databind-2.10.0.jar,jackson-databind,2.10.0
jackson-databind-2.11.0.jar,jackson-databind,2.11.0
jackson-databind-2.13.1.jar,jackson-databind,2.13.1
jackson-databind-2.13.4.1.jar,jackson-databind,2.13.4.1
jackson-databind-2.15.2.jar,jackson-databind,2.15.2
jackson-datatype-jsr310-2.15.2.jar,jackson-datatype,jsr310-2.15.2
jackson-datatype-jsr310-2.6.3.jar,jackson-datatype,jsr310-2.6.3
jackson-datatype-jsr310-2.8.5.jar,jackson-datatype,jsr310-2.8.5
jackson-datatype-jsr310-2.9.3.jar,jackson-datatype,jsr310-2.9.3
jackson-datatype-jsr310-2.9.7.jar,jackson-datatype,jsr310-2.9.7
jsoup-1.12.1.jar,jsoup,1.12.1
jsoup-1.13.1.jar,jsoup,1.13.1
jsoup-1.14.3.jar,jsoup,1.14.3
jsoup-1.15.2.jar,jsoup,1.15.2
Junit-4.12.jar,Junit,4.12
junit-4.13-beta-1.jar,Junit,4.13-beta-1
junit-4.13-beta-1.jar,Junit,4.13-beta-1
junit-4.13-beta-3.jar,Junit,4.13-beta-3
junit-4.13-beta-3.jar,Junit,4.13-beta-3
junit-4.13.2.jar,Junit,4.13.2
junit-4.13.jar,Junit,4.13
kotlin-stdlib-1.2.21.jar,KotlinStdlib,1.2.21
kotlin-stdlib-1.3.50.jar,KotlinStdlib,1.3.50
kotlin-stdlib-1.4.21.jar,KotlinStdlib,1.4.21
kotlin-stdlib-1.5.32.jar,KotlinStdlib,1.5.32
kotlin-stdlib-1.6.21.jar,KotlinStdlib,1.6.21
log4j-1.2.14.jar,log4j,1.2.14
log4j-1.2.15.jar,log4j,1.2.15
log4j-1.2.16.jar,log4j,1.2.16
log4j-1.2.17.jar,log4j,1.2.17
logback-classic-1.2.10.jar,logback-classic,1.2.10
logback-classic-1.2.3.jar,logback-classic,1.2.3
logback-classic-1.4.11.jar,logback-classic,1.4.11
logback-classic-1.4.5.jar,logback-classic,1.4.5
logback-classic-1.5.18.jar,logback-classic,1.5.18
okhttp-3.12.1.jar,okhttp,3.12.1
okhttp-4.12.0.jar,okhttp,4.12.0
okhttp-4.2.2.jar,okhttp,4.2.2
okhttp-4.9.0.jar,okhttp,4.9.0
okhttp-4.9.1.jar,okhttp,4.9.1
protobuf-java-3.19.1.jar,protocol-buffers,3.19.1
protobuf-java-3.20.1.jar,protocol-buffers,3.20.1
protobuf-java-3.25.1.jar,protocol-buffers,3.25.1
protobuf-java-4.28.1.jar,protocol-buffers,4.28.1
protobuf-java-4.33.0.jar,protocol-buffers,4.33.0
retrofit-2.1.0.jar,retrofit,2.1.0
retrofit-2.11.0.jar,retrofit,2.11.0
retrofit-2.2.0.jar,retrofit,2.2.0
retrofit-2.3.0.jar,retrofit,2.3.0
retrofit-2.4.0.jar,retrofit,2.4.0
scala-library-2.13.0.jar,scala-library,2.13.0
scala-library-2.13.12.jar,scala-library,2.13.12
scala-library-2.13.3.jar,scala-library,2.13.3
scala-library-2.13.6.jar,scala-library,2.13.6
scala-library-2.13.8.jar,scala-library,2.13.8
spring-context-6.0.3.jar,spring-context,6.0.3
spring-context-6.1.2.jar,spring-context,6.1.2
spring-context-6.2.1.jar,spring-context,6.2.1
spring-context-6.2.6.jar,spring-context,6.2.6
spring-context-6.2.7.jar,spring-context,6.2.7
